prompt_id,use_case,difficulty,rows,unique_prompts,total_input_tokens,total_output_tokens,total_tokens,total_input_cost_usd,total_output_cost_usd,total_cost_usd,avg_cost_per_prompt_usd,avg_input_tokens,avg_output_tokens,avg_total_tokens,estimated_cost_per_1000_prompts_usd
website_generation_hard_12,website_generation,hard,6,1,715,22825,23540,0.0004545,0.0701383,0.0705928,0.011765466666666667,119.16666666666667,3804.1666666666665,3923.3333333333335,11.765466666666667
website_generation_hard_13,website_generation,hard,6,1,713,18371,19084,0.00045390000000000003,0.0475202,0.047974100000000006,0.007995683333333335,118.83333333333333,3061.8333333333335,3180.6666666666665,7.995683333333335
website_generation_hard_14,website_generation,hard,6,1,703,21027,21730,0.0004459,0.06170489999999999,0.0621508,0.010358466666666667,117.16666666666667,3504.5,3621.6666666666665,10.358466666666667
website_generation_hard_15,website_generation,hard,6,1,737,19493,20230,0.0004711,0.056871599999999994,0.057342699999999996,0.009557116666666665,122.83333333333333,3248.8333333333335,3371.6666666666665,9.557116666666666
website_generation_hard_16,website_generation,hard,6,1,725,28694,29419,0.0004625,0.0755147,0.0759772,0.012662866666666666,120.83333333333333,4782.333333333333,4903.166666666667,12.662866666666666
website_generation_hard_17,website_generation,hard,6,1,740,21758,22498,0.000472,0.06618339999999999,0.06665539999999999,0.011109233333333331,123.33333333333333,3626.3333333333335,3749.6666666666665,11.10923333333333
website_generation_hard_18,website_generation,hard,6,1,716,25631,26347,0.0004548,0.0780255,0.07848029999999999,0.013080049999999998,119.33333333333333,4271.833333333333,4391.166666666667,13.080049999999998
website_generation_hard_19,website_generation,hard,6,1,737,19854,20591,0.0004711,0.0519577,0.0524288,0.008738133333333334,122.83333333333333,3309.0,3431.8333333333335,8.738133333333334
website_generation_hard_20,website_generation,hard,6,1,745,18605,19350,0.00047599999999999997,0.0495815,0.0500575,0.008342916666666667,124.16666666666667,3100.8333333333335,3225.0,8.342916666666667
website_generation_medium_01,website_generation,medium,6,1,731,24145,24876,0.00046679999999999996,0.0638103,0.0642771,0.010712850000000001,121.83333333333333,4024.1666666666665,4146.0,10.712850000000001
website_generation_medium_02,website_generation,medium,6,1,719,16100,16819,0.0004582,0.052078599999999996,0.052536799999999995,0.008756133333333332,119.83333333333333,2683.3333333333335,2803.1666666666665,8.756133333333333
website_generation_medium_03,website_generation,medium,6,1,683,14916,15599,0.0004324,0.0462467,0.0466791,0.0077798500000000005,113.83333333333333,2486.0,2599.8333333333335,7.779850000000001
website_generation_medium_04,website_generation,medium,6,1,709,12766,13475,0.00045020000000000005,0.0361757,0.0366259,0.0061043166666666674,118.16666666666667,2127.6666666666665,2245.8333333333335,6.1043166666666675
website_generation_medium_05,website_generation,medium,6,1,691,24400,25091,0.0004373,0.07364699999999999,0.0740843,0.012347383333333335,115.16666666666667,4066.6666666666665,4181.833333333333,12.347383333333335
website_generation_medium_06,website_generation,medium,6,1,677,19996,20673,0.0004281,0.0631835,0.0636116,0.010601933333333334,112.83333333333333,3332.6666666666665,3445.5,10.601933333333333
website_generation_medium_07,website_generation,medium,6,1,677,22474,23151,0.0004281,0.0673087,0.0677368,0.011289466666666666,112.83333333333333,3745.6666666666665,3858.5,11.289466666666666
website_generation_medium_08,website_generation,medium,6,1,665,23232,23897,0.00041949999999999995,0.0689101,0.0693296,0.011554933333333335,110.83333333333333,3872.0,3982.8333333333335,11.554933333333334
website_generation_medium_09,website_generation,medium,6,1,667,17316,17983,0.00042009999999999997,0.0498122,0.0502323,0.00837205,111.16666666666667,2886.0,2997.1666666666665,8.372050000000002
website_generation_medium_10,website_generation,medium,6,1,661,20164,20825,0.00041579999999999997,0.0606812,0.061097,0.010182833333333334,110.16666666666667,3360.6666666666665,3470.8333333333335,10.182833333333333
website_generation_medium_11,website_generation,medium,6,1,709,21940,22649,0.00045020000000000005,0.0647659,0.0652161,0.01086935,118.16666666666667,3656.6666666666665,3774.8333333333335,10.86935
website_generation_medium_12,website_generation,medium,6,1,689,14020,14709,0.00043670000000000004,0.0429912,0.0434279,0.007237983333333333,114.83333333333333,2336.6666666666665,2451.5,7.237983333333333
website_generation_medium_13,website_generation,medium,6,1,677,17933,18610,0.0004281,0.0461087,0.0465368,0.007756133333333334,112.83333333333333,2988.8333333333335,3101.6666666666665,7.756133333333334
website_generation_medium_14,website_generation,medium,6,1,667,14777,15444,0.00042009999999999997,0.038499,0.0389191,0.006486516666666667,111.16666666666667,2462.8333333333335,2574.0,6.486516666666667
website_generation_medium_15,website_generation,medium,6,1,671,20168,20839,0.0004238,0.0566566,0.0570804,0.0095134,111.83333333333333,3361.3333333333335,3473.1666666666665,9.5134
website_generation_medium_16,website_generation,medium,6,1,706,11853,12559,0.0004468,0.040687499999999995,0.0411343,0.006855716666666667,117.66666666666667,1975.5,2093.1666666666665,6.855716666666667
website_generation_medium_17,website_generation,medium,6,1,664,18165,18829,0.0004167,0.0494289,0.0498456,0.0083076,110.66666666666667,3027.5,3138.1666666666665,8.3076
website_generation_medium_18,website_generation,medium,6,1,694,20170,20864,0.0004407,0.0552357,0.0556764,0.0092794,115.66666666666667,3361.6666666666665,3477.3333333333335,9.2794
website_generation_medium_19,website_generation,medium,6,1,691,17868,18559,0.0004373,0.0575982,0.058035500000000004,0.009672583333333333,115.16666666666667,2978.0,3093.1666666666665,9.672583333333334
website_generation_medium_20,website_generation,medium,6,1,701,22809,23510,0.0004453,0.0672861,0.0677314,0.011288566666666666,116.83333333333333,3801.5,3918.3333333333335,11.288566666666666
